0,nospec_no_specifier_test,1699316222,0
1,nospec_empty_string,1699316222,0
2,nospec_some_escaped_chars,1699316222,0
3,nospec_successive_5_5,1699316222,0
4,nospec_successive_2_9,1699316222,0
5,nospec_successive_8_3,1699316222,0
6,pct_basic,1699316222,0
7,pct_5w,0,1699316222
8,pct_5wlj,0,1699316222
9,pct_5wzp,0,1699316222
10,pct_5wljzp,0,1699316222
16,c_allprintable_combined,1699316222,0
17,c_1_31_combined,1699316222,0
18,c_128_255_combined,1699316222,0
19,c_allprintable_width,0,1699316222
20,c_1_31_width,0,1699316222
21,c_128_255_width,0,1699316222
22,c_allprintable_width_lj,0,1699316222
23,c_1_31_width_lj,0,1699316222
24,c_128_255_width_lj,0,1699316222
25,c_nullterm_basic,1699316222,0
26,c_nullterm_5w,0,1699316222
27,c_nullterm_5wlj,0,1699316222
28,s_basic_string_expansion,1699316222,0
29,s_only_string_expansion,1699316222,0
30,s_two_string_expansions,1699316222,0
31,s_two_string_expansions2,1699316222,0
32,s_empty_string_expansion,1699316222,0
33,s_full_then_empty_string,1699316222,0
34,s_empty_then_full_string,1699316222,0
35,s_three_strings,1699316222,0
36,s_space_padded_field_width,0,1699316222
37,s_space_padded_field_width2,0,1699316222
38,s_space_padded_over_field_width,0,1699316222
39,s_space_padded_field_width_lj,0,1699316222
40,s_space_padded_field_width2_lj,0,1699316222
41,s_space_padded_over_field_width_lj,0,1699316222
42,s_string_prec_notrunc,0,1699316222
43,s_string_prec_trunc,0,1699316222
44,s_string_prec_default,0,1699316222
45,s_string_prec_zero,0,1699316222
46,s_two_strings_prec_2trunc,0,1699316222
47,s_two_strings_prec_1trunc_a,0,1699316222
48,s_two_strings_prec_1trunc_b,0,1699316222
49,s_two_strings_prec_0trunc,0,1699316222
50,s_string_prec_width_notrunc,0,1699316222
51,s_string_prec_width_trunc,0,1699316222
52,s_string_prec_width_notrunc_lj,0,1699316222
53,s_string_prec_width_trunc_lj,0,1699316222
54,s_two_s_prec_width_2fit_0trunc,0,1699316222
55,s_two_s_prec_width_1fit_a_0trunc,0,1699316222
56,s_two_s_prec_width_1fit_b_0trunc,0,1699316222
57,s_two_s_prec_width_0fit_0trunc,0,1699316222
58,s_two_s_prec_width_2fit_1trunc_a,0,1699316222
59,s_two_s_prec_width_1fit_a_1trunc_a,0,1699316222
60,s_two_s_prec_width_1fit_b_1trunc_a,0,1699316222
61,s_two_s_prec_width_0fit_1trunc_a,0,1699316222
62,s_two_s_prec_width_2fit_1trunc_b,0,1699316222
63,s_two_s_prec_width_1fit_a_1trunc_b,0,1699316222
64,s_two_s_prec_width_1fit_b_1trunc_b,0,1699316222
65,s_two_s_prec_width_0fit_1trunc_b,0,1699316222
66,s_two_s_prec_width_2fit_2trunc,0,1699316222
67,s_two_s_prec_width_1fit_a_2trunc,0,1699316222
68,s_two_s_prec_width_1fit_b_2trunc,0,1699316222
69,s_two_s_prec_width_0fit_2trunc,0,1699316222
70,s_two_s_prec_width_2trunc,0,1699316222
71,s_two_strings_lj_and_rj,0,1699316222
72,s_two_strings_rj_and_lj,0,1699316222
73,s_null_basic_string_expansion,1699316222,0
74,s_null_only_string_expansion,1699316222,0
75,s_null_space_padded_field_width,0,1699316222
76,s_null_space_padded_over_field_width,0,1699316222
77,s_null_space_padded_field_width_lj,0,1699316222
78,s_null_space_padded_field_width2_lj,0,1699316222
79,s_null_space_padded_over_field_width_lj,0,1699316222
80,s_null_string_prec_notrunc,0,1699316222
81,s_null_string_prec_trunc,0,1699316222
82,s_null_string_prec_default,0,1699316222
83,s_null_string_prec_zero,0,1699316222
84,s_basic_s_hidden,1699316222,0
85,s_width_3_s_hidden,0,1699316222
86,s_width_9_s_hidden,0,1699316222
87,s_prec_no_width_s_hidden,0,1699316222
88,s_prec_9_no_width_s_hidden,0,1699316222
89,s_prec_03_no_width_s_hidden,0,1699316222
90,s_prec_09_no_width_s_hidden,0,1699316222
91,s_prec_03_no_width_s_null,0,1699316222
92,s_prec_09_no_width_s_null,0,1699316222
93,s_prec_00_no_width_s_nullchar,0,1699316222
94,s_prec_01_no_width_s_nullchar,0,1699316222
95,s_prec_03_no_width_s_nullchar,0,1699316222
96,s_prec_09_no_width_s_nullchar,0,1699316222
97,s_prec_0_width_3_s_hidden,0,1699316222
98,s_prec_0_width_10_s_hidden,0,1699316222
99,s_prec_0_width_3_s_null,0,1699316222
100,s_prec_0_width_10_s_null,0,1699316222
101,s_prec_0_width_1_s_nullchar,0,1699316222
102,s_prec_0_width_2_s_nullchar,0,1699316222
103,s_prec_0_width_9_s_nullchar,0,1699316222
104,s_prec_0_lj_width_3_s_hidden,0,1699316222
105,s_prec_0_lj_width_8_s_hidden,0,1699316222
106,s_prec_0_lj_width_3_s_null,0,1699316222
